1991-04-16,100000,100000,100000,100000
1991-04-23,99997,99997,99997,99997
1991-04-30,99994,99994,99994,99994
1991-05-14,99991,99991,99991,99991
1991-05-21,99992,99992,99992,99992
1991-05-28,99991,99991,99991,99991
1991-06-04,99994,99994,99994,99994
1991-06-11,99993,99993,99993,99993
1991-06-18,99990,99990,99990,99990
1991-06-25,99987,99987,99987,99987
1991-07-02,99989,99989,99989,99989
1991-07-09,99988,99988,99988,99988
1991-07-16,99985,99985,99985,99985
1991-07-23,99988,99988,99988,99988
1991-07-30,99985,99985,99985,99985
1991-08-06,99983,99983,99983,99983
1991-08-13,99980,99980,99980,99980
1991-08-20,99977,99977,99977,99977
1991-08-27,99974,99974,99974,99974
1991-09-03,99971,99971,99971,99971
1991-09-10,99968,99968,99968,99968
1991-09-17,99965,99965,99965,99965
1991-09-24,99964,99964,99964,99964
1991-10-01,99964,99964,99964,99964
1991-10-08,99968,99968,99968,99968
1991-10-15,99972,99972,99972,99972
1991-10-22,99976,99976,99976,99976
1991-10-29,99980,99980,99980,99980
1991-11-05,99984,99984,99984,99984
1991-11-12,99986,99986,99986,99986
1991-11-19,99982,99982,99982,99982
1991-11-26,99978,99978,99978,99978
1991-12-03,99982,99982,99982,99982
1991-12-10,99986,99986,99986,99986
1991-12-17,99984,99984,99984,99984
1991-12-31,99982,99982,99982,99982
1992-01-07,99985,99985,99985,99985
1992-01-09,99982,99982,99982,99982
1992-01-14,99979,99979,99979,99979
1992-01-16,99977,99977,99977,99977
1992-01-21,99981,99981,99981,99981
1992-01-23,99983,99983,99983,99983
1992-01-28,99979,99979,99979,99979
1992-01-30,99981,99981,99981,99981
1992-02-04,99979,99979,99979,99979
1992-02-06,99979,99979,99979,99979
1992-02-11,99981,99981,99981,99981
1992-02-13,99979,99979,99979,99979
1992-02-18,99983,99983,99983,99983
1992-02-20,99984,99984,99984,99984
1992-02-25,99986,99986,99986,99986
1992-02-27,99984,99984,99984,99984
1992-03-03,99988,99988,99988,99988
1992-03-05,99990,99990,99990,99990
1992-03-10,99990,99990,99990,99990
1992-03-12,99994,99994,99994,99994
1992-03-17,99991,99991,99991,99991
1992-03-19,99993,99993,99993,99993
1992-03-24,99991,99991,99991,99991
1992-03-26,99991,99991,99991,99991
1992-03-31,99987,99987,99987,99987
1992-04-02,99985,99985,99985,99985
1992-04-07,99982,99982,99982,99982
1992-04-09,99980,99980,99980,99980
1992-04-14,99981,99981,99981,99981
1992-04-16,99984,99984,99984,99984
1992-04-23,99982,99982,99982,99982
1992-04-28,99980,99980,99980,99980
1992-04-30,99976,99976,99976,99976
1992-05-05,99974,99974,99974,99974
1992-05-07,99976,99976,99976,99976
1992-05-12,99978,99978,99978,99978
1992-05-14,99976,99976,99976,99976
1992-05-19,99974,99974,99974,99974
1992-05-21,99974,99974,99974,99974
1992-05-26,99972,99972,99972,99972
1992-05-28,99976,99976,99976,99976
1992-06-02,99972,99972,99972,99972
1992-06-04,99968,99968,99968,99968
1992-06-09,99964,99964,99964,99964
1992-06-11,99961,99961,99961,99961
1992-06-16,99958,99958,99958,99958
1992-06-23,99956,99956,99956,99956
1992-06-25,99958,99958,99958,99958
1992-06-30,99962,99962,99962,99962
1992-07-02,99966,99966,99966,99966
1992-07-07,99970,99970,99970,99970
1992-07-09,99974,99974,99974,99974
1992-07-14,99970,99970,99970,99970
1992-07-16,99972,99972,99972,99972
1992-07-21,99970,99970,99970,99970
1992-07-23,99971,99971,99971,99971
1992-07-28,99970,99970,99970,99970
1992-07-30,99969,99969,99969,99969
1992-08-04,99967,99967,99967,99967
1992-08-06,99963,99963,99963,99963
1992-08-11,99965,99965,99965,99965
1992-08-13,99963,99963,99963,99963
1992-08-18,99961,99961,99961,99961
1992-08-20,99964,99964,99964,99964
1992-08-25,99967,99967,99967,99967
1992-08-27,99969,99969,99969,99969
1992-09-01,99966,99966,99966,99966
1992-09-03,99963,99963,99963,99963
1992-09-08,99960,99960,99960,99960
1992-09-10,99959,99959,99959,99959
1992-09-15,99960,99960,99960,99960
1992-09-17,99960,99960,99960,99960
1992-09-22,99965,99965,99965,99965
1992-09-24,99968,99968,99968,99968
1992-09-29,99971,99971,99971,99971
1992-10-01,99975,99975,99975,99975
1992-10-06,99974,99974,99974,99974
1992-10-08,99970,99970,99970,99970
1992-10-13,99966,99966,99966,99966
1992-10-15,99967,99967,99967,99967
1992-10-20,99973,99973,99973,99973
1992-10-22,99976,99976,99976,99976
1992-10-27,99978,99978,99978,99978
1992-10-29,99977,99977,99977,99977
1992-11-03,99976,99976,99976,99976
1992-11-05,99976,99976,99976,99976
1992-11-10,99980,99980,99980,99980
1992-11-12,99978,99978,99978,99978
1992-11-17,99979,99979,99979,99979
1992-11-19,99982,99982,99982,99982
1992-11-24,99979,99979,99979,99979
1992-11-26,99980,99980,99980,99980
1992-12-01,99984,99984,99984,99984
1992-12-03,99988,99988,99988,99988
1992-12-08,99992,99992,99992,99992
1992-12-10,99996,99996,99996,99996
1992-12-15,99991,99991,99991,99991
1992-12-17,99988,99988,99988,99988
1992-12-22,99985,99985,99985,99985
1992-12-29,99981,99981,99981,99981
1993-01-04,99980,99980,99980,99980
1993-01-05,99984,99984,99984,99984
1993-01-07,99990,99990,99990,99990
1993-01-11,99994,99994,99994,99994
1993-01-12,99998,99998,99998,99998
1993-01-14,99995,99995,99995,99995
1993-01-18,99997,99997,99997,99997
1993-01-19,99993,99993,99993,99993
1993-01-21,99990,99990,99990,99990
1993-01-25,99987,99987,99987,99987
1993-01-26,99983,99983,99983,99983
1993-01-28,99979,99979,99979,99979
1993-02-01,99981,99981,99981,99981
1993-02-02,99982,99982,99982,99982
1993-02-04,99981,99981,99981,99981
1993-02-08,99979,99979,99979,99979
1993-02-09,99977,99977,99977,99977
1993-02-11,99974,99974,99974,99974
1993-02-15,99978,99978,99978,99978
1993-02-16,99981,99981,99981,99981
1993-02-18,99978,99978,99978,99978
1993-02-22,99977,99977,99977,99977
1993-02-23,99982,99982,99982,99982
1993-02-25,99986,99986,99986,99986
1993-03-01,99992,99992,99992,99992
1993-03-02,99997,99997,99997,99997
1993-03-04,100003,100003,100003,100003
1993-03-08,100009,100009,100009,100009
1993-03-09,100014,100014,100014,100014
1993-03-11,100019,100019,100019,100019
1993-03-15,100017,100017,100017,100017
1993-03-16,100015,100015,100015,100015
1993-03-18,100021,100021,100021,100021
1993-03-22,100023,100023,100023,100023
1993-03-23,100021,100021,100021,100021
1993-03-25,100025,100025,100025,100025
1993-03-29,100028,100028,100028,100028
1993-03-30,100033,100033,100033,100033
1993-04-01,100033,100033,100033,100033
1993-04-05,100035,100035,100035,100035
1993-04-06,100038,100038,100038,100038
1993-04-08,100044,100044,100044,100044
1993-04-13,100050,100050,100050,100050
1993-04-15,100055,100055,100055,100055
1993-04-19,100060,100060,100060,100060
1993-04-20,100066,100066,100066,100066
1993-04-22,100072,100072,100072,100072
1993-04-26,100076,100076,100076,100076
1993-04-27,100074,100074,100074,100074
1993-04-29,100071,100071,100071,100071
1993-05-04,100073,100073,100073,100073
1993-05-06,100078,100078,100078,100078
1993-05-10,100084,100084,100084,100084
1993-05-11,100090,100090,100090,100090
1993-05-13,100097,100097,100097,100097
1993-05-17,100093,100093,100093,100093
1993-05-18,100099,100099,100099,100099
1993-05-20,100106,100106,100106,100106
1993-05-24,100109,100109,100109,100109
1993-05-25,100115,100115,100115,100115
1993-05-27,100118,100118,100118,100118
1993-05-31,100122,100122,100122,100122
1993-06-01,100120,100120,100120,100120
1993-06-03,100113,100113,100113,100113
1993-06-07,100107,100107,100107,100107
1993-06-08,100101,100101,100101,100101
1993-06-09,100096,100096,100096,100096
1993-06-14,100102,100102,100102,100102
1993-06-15,100108,100108,100108,100108
1993-06-17,100114,100114,100114,100114
1993-06-21,100108,100108,100108,100108
1993-06-22,100110,100110,100110,100110
1993-06-24,100113,100113,100113,100113
1993-06-28,100116,100116,100116,100116
1993-06-29,100122,100122,100122,100122
1993-07-01,100130,100130,100130,100130
1993-07-05,100137,100137,100137,100137
1993-07-06,100139,100139,100139,100139
1993-07-08,100135,100135,100135,100135
1993-07-12,100142,100142,100142,100142
1993-07-13,100145,100145,100145,100145
1993-07-15,100143,100143,100143,100143
1993-07-19,100145,100145,100145,100145
1993-07-20,100146,100146,100146,100146
1993-07-22,100144,100144,100144,100144
1993-07-26,100148,100148,100148,100148
1993-07-27,100148,100148,100148,100148
1993-07-29,100144,100144,100144,100144
1993-08-02,100149,100149,100149,100149
1993-08-03,100153,100153,100153,100153
1993-08-05,100158,100158,100158,100158
1993-08-09,100165,100165,100165,100165
1993-08-10,100172,100172,100172,100172
1993-08-12,100176,100176,100176,100176
1993-08-16,100183,100183,100183,100183
1993-08-17,100190,100190,100190,100190
1993-08-19,100195,100195,100195,100195
1993-08-23,100202,100202,100202,100202
1993-08-24,100209,100209,100209,100209
1993-08-26,100217,100217,100217,100217
1993-08-30,100212,100212,100212,100212
1993-08-31,100205,100205,100205,100205
1993-09-02,100213,100213,100213,100213
1993-09-06,100220,100220,100220,100220
1993-09-07,100218,100218,100218,100218
1993-09-09,100213,100213,100213,100213
1993-09-13,100214,100214,100214,100214
1993-09-14,100221,100221,100221,100221
1993-09-16,100226,100226,100226,100226
1993-09-20,100221,100221,100221,100221
1993-09-21,100213,100213,100213,100213
1993-09-23,100205,100205,100205,100205
1993-09-27,100202,100202,100202,100202
1993-09-28,100206,100206,100206,100206
1993-09-30,100212,100212,100212,100212
1993-10-04,100216,100216,100216,100216
1993-10-05,100224,100224,100224,100224
1993-10-07,100224,100224,100224,100224
1993-10-11,100227,100227,100227,100227
1993-10-12,100236,100236,100236,100236
1993-10-14,100238,100238,100238,100238
1993-10-18,100243,100243,100243,100243
1993-10-19,100243,100243,100243,100243
1993-10-21,100233,100233,100233,100233
1993-10-26,100226,100226,100226,100226
1993-10-28,100234,100234,100234,100234
1993-11-02,100239,100239,100239,100239
1993-11-04,100247,100247,100247,100247
1993-11-08,100240,100240,100240,100240
1993-11-09,100233,100233,100233,100233
1993-11-10,100242,100242,100242,100242
1993-11-15,100247,100247,100247,100247
1993-11-16,100253,100253,100253,100253
1993-11-18,100243,100243,100243,100243
1993-11-22,100239,100239,100239,100239
1993-11-23,100245,100245,100245,100245
1993-11-25,100250,100250,100250,100250
1993-11-29,100251,100251,100251,100251
1993-11-30,100258,100258,100258,100258
1993-12-02,100265,100265,100265,100265
1993-12-06,100271,100271,100271,100271
1993-12-07,100277,100277,100277,100277
1993-12-09,100271,100271,100271,100271
1993-12-13,100277,100277,100277,100277
1993-12-14,100282,100282,100282,100282
1993-12-16,100290,100290,100290,100290
